788.62708,41911
789.0415,41911
789.45593,41957
789.87036,41847
790.28473,41842
790.69916,41746
791.11353,41778
791.52795,41806
791.94232,41919
792.35669,41893
792.771,41821
793.18536,41750
793.59973,41918
794.01404,41864
794.42834,41721
794.84265,41864
795.25696,41774
795.67126,41758
796.08557,41856
796.49982,41866
796.91412,41825
797.32837,41754
797.74261,41801
798.15686,41789
798.57111,41892
798.98529,41979
799.39954,41799
799.81372,41921
800.22791,41800
800.64209,41842
801.05627,41779
801.47046,42036
801.88458,41878
802.29871,41842
802.71289,41728
803.12701,41919
803.54114,41782
803.9552,41829
804.36932,41740
804.78345,41682
805.19751,41770
805.61157,41890
806.02563,41836
806.4397,41869
806.8537,41740
807.26776,41833
807.68176,41752
808.09583,41792
808.50983,41842
808.92377,41748
809.33777,41791
809.75177,41971
810.16571,41739
810.57965,41832
810.99359,41788
811.40753,41789
811.82147,41670
812.23541,41879
812.64929,41818
813.06317,41829
813.47705,41879
813.89093,41773
814.30481,41874
814.71869,41768
815.13251,41836
815.54633,41872
815.96014,41786
816.37396,41788
816.78778,41755
817.2016,41698
817.61536,41876
818.02911,41804
818.44293,41806
818.85669,41695
819.27039,41704
819.68414,41754
820.09784,41800
820.5116,41798
820.92529,41785
821.33899,41814
821.75262,41710
822.16632,41702
822.57996,41691
822.99359,41672
823.40729,41761
823.82086,41879
824.2345,41626
824.64813,41817
825.06171,41725
825.47528,41651
825.88885,41436
826.30243,41638
826.716,41658
827.12952,41423
827.54303,41528
827.9566,41522
828.37012,41533
828.78357,41493
829.19708,41500
829.61053,41323
830.02405,41355
830.4375,41350
830.85089,41500
831.26434,41277
831.6778,41363
832.09119,41299
832.50458,41286
832.91797,41246
833.33136,41321
833.74475,41269
834.15808,41334
834.57141,41360
834.98474,41348
835.39807,41381
835.8114,41373
836.22467,41339
836.638,41558
837.05127,41450
837.46454,41400
837.87781,41462
838.29102,41560
838.70428,41590
839.11749,41677
839.5307,41614
839.94391,41688
840.35706,41848
840.77026,41825
841.18341,41842
841.59656,41936
842.0097,42012
842.42285,42029
842.83594,42021
843.24908,42156
843.66217,42149
844.07526,42237
844.48828,42294
844.90137,42234
845.31439,42341
845.72748,42515
846.14044,42564
846.55347,42460
846.96649,42510
847.37946,42701
847.79242,42640
848.20538,42764
848.61835,42816
849.03131,42904
849.44421,42976
849.85718,43116
850.27008,43060
850.68292,43278
851.09583,43237
851.50867,43298
851.92157,43396
852.33441,43302
852.74725,43474
853.16003,43566
853.57288,43667
853.98566,43679
854.39844,43830
854.81122,43748
855.22394,43991
855.63672,44008
856.04944,44046
856.46216,44133
856.87488,44148
857.2876,44155
857.70026,44413
858.11292,44316
858.52557,44491
858.93823,44394
859.35089,44684
859.76349,44696
860.17609,44764
860.58868,44883
861.00128,45035
861.41388,45068
861.82642,45061
862.23895,45091
862.65149,45128
863.06403,45227
863.4765,45216
863.88904,45566
864.30151,45524
864.71399,45523
865.1264,45555
865.53888,45688
865.95129,45898
866.36371,45764
866.77612,45866
867.18854,46087
867.60089,46079
868.01324,46133
868.4256,46154
868.83795,46160
869.25031,46257
869.6626,46381
870.07489,46536
870.48718,46528
870.89948,46535
871.31171,46673
871.724,46686
872.13623,46740
872.54846,46850
872.96063,46887
873.37286,46758
873.78503,47044
874.1972,46970
874.60938,47059
