1.09,0.0,0.0,0.0
1.091,0.0,0.0,0.0
1.092,1.3877787807814457e-17,0.0,0.0
1.093,0.0,0.0,0.0
1.094,0.0,0.0,0.0
1.095,0.0,0.0,0.0
1.096,0.0,0.0,0.0
1.097,0.0,0.0,0.0
1.098,0.0,0.0,0.0
1.099,0.0,0.0,0.0
1.1,0.0,0.0,0.0
1.101,1.3877787807814457e-17,0.0,0.0
1.102,0.0,0.0,0.0
1.103,0.0,0.0,0.0
1.104,0.0,0.0,0.0
1.105,0.0,0.0,0.0
1.106,0.0,0.0,0.0
1.107,0.0,0.0,0.0
1.108,0.0,0.0,0.0
1.109,0.0,0.0,0.0
1.11,0.0,0.0,0.0
1.111,0.0,0.0,0.0
1.112,0.0,0.0,0.0
1.113,0.0,0.0,0.0
1.114,0.0,0.0,0.0
1.115,0.0,0.0,0.0
1.116,0.0,0.0,0.0
1.117,0.0,0.0,0.0
1.118,0.0,0.0,0.0
1.119,0.0,0.0,0.0
1.12,0.0,0.0,0.0
1.121,0.0,0.0,0.0
1.122,0.0,0.0,0.0
1.123,0.0,0.0,0.0
1.124,0.0,0.0,0.0
1.125,0.0,0.0,0.0
1.126,0.0,0.0,0.0
1.127,0.0,0.0,0.0
1.128,0.0,0.0,0.0
1.129,0.0,0.0,0.0
1.13,0.0,0.0,0.0
1.131,0.0,0.0,0.0
1.132,1.3877787807814457e-17,0.0,0.0
1.133,0.0,0.0,0.0
1.134,1.3877787807814457e-17,0.0,0.0
1.135,1.3877787807814457e-17,0.0,0.0
1.136,0.0,0.0,0.0
1.137,0.0,0.0,0.0
1.138,0.0,0.0,0.0
1.139,0.0,0.0,0.0
1.14,0.0,0.0,0.0
1.141,0.0,0.0,0.0
1.142,0.0,0.0,0.0
1.143,0.0,0.0,0.0
1.144,0.0,0.0,0.0
1.145,0.0,0.0,0.0
1.146,0.0,0.0,0.0
1.147,0.0,0.0,0.0
1.148,0.0,0.0,0.0
1.149,0.0,0.0,0.0
1.15,0.0,0.0,0.0
1.151,0.0,0.0,0.0
1.152,0.0,0.0,0.0
1.153,0.0,0.0,0.0
1.154,0.0,0.0,0.0
1.155,0.0,0.0,0.0
1.156,0.0,0.0,0.0
1.157,0.0,0.0,0.0
1.158,0.0,0.0,0.0
1.159,0.0,0.0,0.0
1.16,0.0,0.0,0.0
1.161,0.0,0.0,0.0
1.162,1.3877787807814457e-17,0.0,0.0
1.163,0.0,0.0,0.0
1.164,0.0,0.0,0.0
1.165,1.3877787807814457e-17,0.0,0.0
1.166,1.3877787807814457e-17,0.0,0.0
1.167,0.0,0.0,0.0
1.168,0.0,0.0,0.0
1.169,1.3877787807814457e-17,0.0,0.0
1.17,1.3877787807814457e-17,0.0,0.0
1.171,0.0,0.0,0.0
1.172,0.0,0.0,0.0
1.173,0.0,0.0,0.0
1.174,2.3096969606543364e-5,0.0,0.0
1.175,5.261619464127099e-5,0.0,0.0
1.176,9.074819200720867e-5,0.0,0.0
1.177,0.0001172089784165867,0.0,0.0
1.178,0.0001780388505091956,0.0,0.0
1.179,0.00017227210112717652,0.0,0.0
1.18,0.0002285500369563391,0.0,0.0
1.181,0.0003178123908297616,0.0,0.0
1.182,0.0003141951586596566,0.0,0.0
1.183,0.0003222008322207528,0.0,0.0
1.184,0.0003322069866721369,0.0,0.0
1.185,0.0003918823872534829,0.0,0.0
1.186,0.0004479926850192147,0.0,0.0
1.187,0.0003836643721453744,0.0,0.0
1.188,0.00032678293928786094,0.0,0.0
1.189,0.0002982844685046273,0.0,0.0
1.19,0.0003341925416915017,0.0,0.0
1.191,0.0003386704641787605,0.0,0.0
1.192,0.00037089410171196234,0.0,0.0
1.193,0.00041368651137038047,0.0,0.0
1.194,0.00046942432952566915,0.0,0.0
1.195,0.0005038684377543525,0.0,0.0
1.196,0.0005351383762614327,0.0,0.0
1.197,0.0005437662968508796,0.0,0.0
1.198,0.0005950858960024909,0.0,0.0
1.199,0.0006283005843035773,0.0,0.0
1.2,0.0006664964353308155,0.0,0.0
1.201,0.0007158561068980292,0.0,0.0
1.202,0.0007547198051420945,0.0,0.0
1.203,0.000785012247740481,0.0,0.0
1.204,0.0008041714404551582,0.0,0.0
1.205,0.0007940572772948342,0.0,0.0
1.206,0.000821259969619194,0.0,0.0
1.207,0.0008087311957804756,0.0,0.0
1.208,0.0007903363348516617,0.0,0.0
1.209,0.0007907753953806953,0.0,0.0
1.21,0.0007820320402113991,0.0,0.0
1.211,0.000792950866076191,0.0,0.0
1.212,0.000793722075297091,0.0,0.0
1.213,0.0008604121728007393,0.0,0.0
1.214,0.0008878713617198066,0.0,0.0
1.215,0.0009113816440837121,0.0,0.0
1.216,0.0009580175760756455,0.0,0.0
1.217,0.0010301849017016486,0.0,0.0
1.218,0.0010405454824575853,0.0,0.0
1.219,0.0010495344843992663,0.0,0.0
1.22,0.001071492291542699,0.0,0.0
1.221,0.0010748027283160285,0.0,0.0
1.222,0.001146946650816639,0.0,0.0
1.223,0.0011509960660807685,0.0,0.0
1.224,0.001201171902271946,0.0,0.0
1.225,0.001224015456511219,0.0,0.0
1.226,0.0012492504988638959,0.0,0.0
1.227,0.0012867381939761376,0.0,0.0
1.228,0.001324408304764469,0.0,0.0
1.229,0.0013497215782134133,0.0,0.0
1.23,0.0014082757158343391,0.0,0.0
1.231,0.0014282582471243934,0.0,0.0
1.232,0.0014478271229331095,0.0,0.0
1.233,0.0014917036661974982,0.0,0.0
1.234,0.0015067238884226876,0.0,0.0
1.235,0.0015239571554724906,0.0,0.0
1.236,0.0015680794196383553,0.0,0.0
1.237,0.0015964029747454719,0.0,0.0
1.238,0.0016547931501738622,0.0,0.0
1.239,0.0016918224121920662,0.0,0.0
1.24,0.0017294478936259346,0.0,0.0
1.241,0.0017697667599455911,0.0,0.0
1.242,0.0018086177630488472,0.0,0.0
1.243,0.0018249271828143334,0.0,0.0
1.244,0.0018438850615946844,0.0,0.0
1.245,0.0018880260016314585,0.0,0.0
1.246,0.001898468089176853,0.0,0.0
1.247,0.001921378624512394,0.0,0.0
1.248,0.0019405117896143988,0.0,0.0
1.249,0.0019915108161227294,0.0,0.0
1.25,0.00200166600689574,0.0,0.0
1.251,0.0020057005704180795,0.0,0.0
1.252,0.0020352421471945843,0.0,0.0
1.253,0.0020676483486620975,0.0,0.0
1.254,0.0021229130302397804,0.0,0.0
1.255,0.0021580387924639774,0.0,0.0
1.256,0.0022175727308528024,0.0,0.0
1.257,0.0022786190876833996,0.0,0.0
1.258,0.0023077731107203694,0.0,0.0
1.259,0.002355155053316791,0.0,0.0
1.26,0.002417240766140659,0.0,0.0
1.261,0.0024525007870738113,0.0,0.0
1.262,0.0024904762481181217,0.0,0.0
1.263,0.002506327383047779,0.0,0.0
1.264,0.0025135246439044073,0.0,0.0
1.265,0.002553176633841236,0.0,0.0
1.266,0.0025790935525767545,0.0,0.0
1.267,0.0025713895534007283,0.0,0.0
1.268,0.002593651888224323,0.0,0.0
1.269,0.002637565709101399,0.0,0.0
1.27,0.0026837667593829235,0.0,0.0
1.271,0.0027569872413603855,0.0,0.0
1.272,0.002773974565121372,0.0,0.0
1.273,0.0027798978508250314,0.0,0.0
1.274,0.002780270330435488,0.0,0.0
1.275,0.0028083515439955783,0.0,0.0
1.276,0.0028706720242373546,0.0,0.0
1.277,0.002939701628758152,0.0,0.0
1.278,0.0029616509650675846,0.0,0.0
1.279,0.0030181376407019695,0.0,0.0
1.28,0.003046352890583713,0.0,0.0
1.281,0.0030874950954787334,0.0,0.0
1.282,0.0031373058038012573,0.0,0.0
1.283,0.0032165019232241712,0.0,0.0
1.284,0.0033133370945326894,0.0,0.0
1.285,0.003385618803354938,0.0,0.0
1.286,0.003424779129101475,0.0,0.0
1.287,0.003430028112551426,0.0,0.0
1.288,0.003503848341557224,0.0,0.0
1.289,0.0035470393325678896,0.0,0.0
1.29,0.003589915506128678,0.0,0.0
1.291,0.003652312286402423,0.0,0.0
1.292,0.0037252014646403393,0.0,0.0
1.293,0.003806960386110981,0.0,0.0
1.294,0.0038689492660968047,0.0,0.0
1.295,0.003905890903953919,0.0,0.0
1.296,0.003929056701513967,0.0,0.0
1.297,0.003977958562552174,0.0,0.0
1.298,0.004033331326967915,0.0,0.0
1.299,0.004068218645903309,0.0,0.0
1.3,0.0041201417420832715,0.0,0.0
1.301,0.004169247184865,6.918980952301927e-6,0.0
1.302,0.004201601330514932,3.6240324219733824e-6,0.0
1.303,0.004199272939014511,4.634097561813616e-5,0.0
1.304,0.0042435654981018015,6.97630729521316e-5,0.0
1.305,0.004258536335318168,0.00010211894238379199,0.0
1.306,0.004252740920423053,0.00014474991182533887,0.0
1.307,0.004293347238473373,0.0001705754898341207,0.0
1.308,0.0043379952068368765,0.00017508849135389556,0.0
1.309,0.004386694443823344,0.00016453186402090806,0.0
